Feature,Result,Class
140583.0,4940.914677577107,0.0
363209.0,32980.24529511547,0.0
658277.0,108332.24436782477,1.0
406815.0,41374.66803618223,0.0
833758.0,173788.21739438738,1.0
10516.0,27.648054761306373,0.0
58892.0,867.075182846921,0.0
105946.0,2806.1535845813696,0.0
457589.0,52346.98731877745,0.0
942570.0,222109.68321231275,1.0
169775.0,7205.9114488344585,0.0
158449.0,6276.5436070563765,0.0
292568.0,21399.049640692905,0.0
477193.0,56928.35664542136,0.0
480752.0,57780.688707446214,0.0
631100.0,99571.89088071043,0.0
124654.0,3884.672404026594,0.0
154651.0,5979.254625287852,0.0
325817.0,26539.22501201818,0.0
696068.0,121127.76263242641,1.0
719916.0,129569.86257921378,1.0
379376.0,35981.59048233256,0.0
926511.0,214605.78801926837,1.0
293558.0,21544.11596429966,0.0
618652.0,95682.66091395059,0.0
702191.0,123268.14845391392,1.0
646331.0,104436.03090334813,1.0
719627.0,129465.85555700297,1.0
771488.0,148798.54157143217,1.0
801003.0,160401.56366985725,1.0
855806.0,183101.09724915962,1.0
641612.0,102916.57948842348,1.0
856840.0,183543.816384922,1.0
406650.0,41341.11258183141,0.0
362667.0,32881.88902123248,0.0
480931.0,57823.72404675696,0.0
636504.0,101284.42464128749,1.0
423263.0,44787.9510749815,0.0
239898.0,14387.796211495937,0.0
118315.0,3499.6263937122117,0.0
565254.0,79878.10029105007,0.0
263791.0,17396.459875955825,0.0
293813.0,21581.560901251396,0.0
643377.0,103483.58113177898,1.0
433170.0,46909.12289475778,0.0
186164.0,8664.284811228767,0.0
966541.0,233550.51151355295,1.0
190218.0,9045.748535831852,0.0
26501.0,175.5794807598755,0.0
471103.0,55484.57513279566,0.0
901194.0,203037.78260358295,1.0
153788.0,5912.7087902066605,0.0
999237.0,249618.7854630595,1.0
704627.0,124124.90095696085,1.0
103949.0,2701.363226213311,0.0
195930.0,9597.168679571027,0.0
892920.0,199326.6566362045,1.0
552661.0,76358.622629235,0.0
730033.0,133237.14750387167,1.0
623481.0,97182.22665427615,0.0
69638.0,1212.3725326221313,0.0
418232.0,43729.56003436758,0.0
264670.0,17512.589303772475,0.0
177020.0,7834.044906968035,0.0
748743.0,140154.1248633223,1.0
923936.0,213414.5624025128,1.0
531163.0,70533.60753143566,0.0
691116.0,119410.42814713213,1.0
450099.0,50647.340490144445,0.0
594616.0,88392.13013683134,0.0
831578.0,172880.60896918215,1.0
53274.0,709.5372491264073,0.0
503466.0,63369.57380049854,0.0
403017.0,40605.732020443465,0.0
546227.0,74591.06038045158,0.0
174313.0,7596.279920207216,0.0
984063.0,242095.1347886689,1.0
5996.0,8.988860837695718,0.0
175612.0,7709.918245832065,0.0
406081.0,41225.50151741862,0.0
538192.0,72412.73258927194,0.0
724393.0,131186.4060542562,1.0
774725.0,150049.8148948705,1.0
86413.0,1866.8137628037869,0.0
87803.0,1927.3540174357017,0.0
979589.0,239898.78940029978,1.0
898226.0,201702.61254805638,1.0
509515.0,64901.45516463243,0.0
924860.0,213841.63440787478,1.0
228196.0,13018.385576115921,0.0
283429.0,20083.039215419434,0.0
112169.0,3145.486867165524,0.0
681936.0,116259.27252190538,1.0
763880.0,145878.27057029234,1.0
174054.0,7573.7231206942415,0.0
576523.0,83094.77312199955,0.0
32897.0,270.5577786322735,0.0
647500.0,104814.15317676176,1.0
204705.0,10476.06293940865,0.0
629285.0,98999.99093285468,0.0
330591.0,27322.648628407274,0.0
988078.0,244074.67187952704,1.0
607228.0,92181.54603455332,0.0
530635.0,70393.45012151366,0.0
353415.0,31225.590059900795,0.0
779430.0,151877.89037233265,1.0
664983.0,110550.69069668502,1.0
839124.0,176032.38934864022,1.0
240807.0,14497.036550013501,0.0
245573.0,15076.5589872927,0.0
955368.0,228182.13763505968,1.0
626710.0,98191.44379109648,0.0
725024.0,131415.05167434792,1.0
559830.0,78352.48562767077,0.0
482229.0,58136.26964848235,0.0
806771.0,162719.9745853916,1.0
588620.0,86618.45853337109,0.0
441435.0,48716.27663314557,0.0
358908.0,32203.78838870164,0.0
304109.0,23120.613570760284,0.0
145630.0,5302.044636977649,0.0
470358.0,55309.2279172425,0.0
985962.0,243030.40442328274,1.0
438721.0,48119.090407173244,0.0
333677.0,27835.131822465857,0.0
617783.0,95414.04528853777,0.0
589753.0,86952.23284424492,0.0
379354.0,35977.41746425245,0.0
490440.0,60132.91708780611,0.0
430754.0,46387.31246050658,0.0
140696.0,4948.860825148714,0.0
680972.0,115930.81155894256,1.0
861734.0,185646.49235909342,1.0
171875.0,7385.277992859045,0.0
901230.0,203054.004424623,1.0
513257.0,65858.25889452705,0.0
178029.0,7923.606158489404,0.0
473863.0,56136.60205920735,0.0
474553.0,56300.203915810256,0.0
398145.0,39629.916022339145,0.0
359989.0,32398.070454297656,0.0
92183.0,2124.439300733062,0.0
412090.0,42454.59974345799,0.0
820817.0,168435.2518138661,1.0
164704.0,6781.874986583811,0.0
221796.0,12298.397480059026,0.0
168944.0,7135.542460234645,0.0
861028.0,185342.42476725177,1.0
170270.0,7247.992086890282,0.0
210457.0,11073.066700744073,0.0
295395.0,21814.59288674214,0.0
962345.0,231527.10951210425,1.0
347878.0,30254.824449439213,0.0
810766.0,164335.4902234515,1.0
747702.0,139764.67490632954,1.0
597876.0,89364.01157324229,0.0
12712.0,40.40053458060341,0.0
196882.0,9690.65806886072,0.0
621605.0,96598.28105763013,0.0
319036.0,25446.03701438612,0.0
662825.0,109834.33797855853,1.0
367529.0,33769.442939939116,0.0
388814.0,37794.136108701714,0.0
17441.0,76.04958152315807,0.0
114927.0,3302.069945334105,0.0
787094.0,154879.3514293122,1.0
604338.0,91306.18919494377,0.0
417726.0,43623.811276525164,0.0
291628.0,21261.76344908647,0.0
871387.0,189828.94796378567,1.0
276523.0,19116.281120530097,0.0
413710.0,42789.04897026584,0.0
939047.0,220452.44854633525,1.0
463581.0,53726.90081768347,0.0
256357.0,16429.763777138654,0.0
463307.0,53663.408951322286,0.0
716221.0,128243.23050815349,1.0
384800.0,37017.81389772095,0.0
107344.0,2880.6986353275875,0.0
243459.0,14818.105279315407,0.0
681736.0,116191.0888939048,1.0
641.0,0.10282291605891385,0.0
510162.0,65066.38800996497,0.0
611428.0,93461.13542256711,0.0
57889.0,837.7922066425654,0.0
531945.0,70741.4452549186,0.0
763149.0,145599.2059182004,1.0
156177.0,6097.835720947491,0.0
947988.0,224670.4447818442,1.0
314680.0,24755.919680518622,0.0
86565.0,1873.3869480873018,0.0
957839.0,229364.02160525488,1.0
470063.0,55239.871827191244,0.0
556732.0,77487.70792493968,0.0
780518.0,152302.19638065543,1.0
502509.0,63128.89414776474,0.0
25344.0,160.58315244059457,0.0
820739.0,168403.24146094592,1.0
163776.0,6705.66749665251,0.0
459095.0,52692.119055624025,0.0
896396.0,200881.57272685226,1.0
518611.0,67239.41496210782,0.0
924862.0,213842.5592691548,1.0
178666.0,7980.409926426547,0.0
348522.0,30366.944939602912,0.0
823966.0,169730.10767148377,1.0
912935.0,208362.70639459885,1.0
836456.0,174914.77711511386,1.0
392138.0,38443.107686078736,0.0
848360.0,179928.7911977021,1.0
731279.0,133692.3463663151,1.0
936679.0,219342.0184228102,1.0
37302.0,347.86504433360443,0.0
438059.0,47973.98322449022,0.0
879801.0,193512.57309976488,1.0
461738.0,53300.5598304055,0.0
667383.0,111350.11063269225,1.0
559868.0,78363.1227639909,0.0
234453.0,13742.08515040002,0.0
492313.0,60593.09144228374,0.0
12387.0,38.36119527880563,0.0
868583.0,188609.22860121925,1.0
904871.0,204698.0083696211,1.0
54107.0,731.8994590274377,0.0
105559.0,2785.6904216440507,0.0
707373.0,125094.23934140863,1.0
26997.0,182.21330223696205,0.0
292958.0,21456.13848029557,0.0
367908.0,33839.12564875118,0.0
761682.0,145039.97394356655,1.0
119167.0,3550.210179006562,0.0
586977.0,86135.58183559547,0.0
880127.0,193656.00727740565,1.0
292013.0,21317.93894923911,0.0
493324.0,60842.21133557784,0.0
296836.0,22027.944306241872,0.0
437323.0,47812.912833446855,0.0
29437.0,216.63838401001533,0.0
268223.0,17985.932008469146,0.0
705209.0,124330.0321764425,1.0
422619.0,44651.76398281845,0.0
864545.0,186859.63531988993,1.0
358366.0,32106.59768581862,0.0
963140.0,231909.79976715593,1.0
497406.0,61853.251872074325,0.0
338122.0,28581.669083542325,0.0
438199.0,48004.652274090855,0.0
240933.0,14512.211377654548,0.0
527915.0,69673.63574070338,0.0
391334.0,38285.629701514634,0.0
629646.0,99113.60950614583,0.0
659273.0,108660.31445726778,1.0
353915.0,31314.006379903625,0.0
83260.0,1733.068579059447,0.0
247516.0,15316.077241078461,0.0
631415.0,99671.31398106144,0.0
47204.0,557.0610340844678,0.0
168097.0,7064.173909894594,0.0
236068.0,13932.05823026375,0.0
883244.0,195030.11456554272,1.0
256928.0,16503.035290833104,0.0
13443.0,45.18046328242761,0.0
831661.0,172915.12119005236,1.0
366581.0,33595.45873721395,0.0
6537.0,10.684025000467246,0.0
793636.0,157464.63626020876,1.0
172263.0,7418.659433183556,0.0
380314.0,36159.7379186575,0.0
117257.0,3437.3174515742467,0.0
71557.0,1280.111102586499,0.0
531470.0,70615.16465716681,0.0
535890.0,71794.59807598336,0.0
755423.0,142666.08301854006,1.0
891993.0,198913.00291867243,1.0
373294.0,34837.15489582024,0.0
53378.0,712.3102156903078,0.0
770259.0,148324.83963361895,1.0
344067.0,29595.573317127182,0.0
112589.0,3169.0865159729988,0.0
580593.0,84272.13922181362,0.0
31792.0,252.68728761393993,0.0
412771.0,42595.0324240513,0.0
381006.0,36291.446375541134,0.0
62976.0,991.502982741018,0.0
57322.0,821.4609679928795,0.0
666029.0,110898.75048112817,1.0
351046.0,30808.372700977343,0.0
805708.0,162291.45814231894,1.0
962759.0,231726.35783406513,1.0
772714.0,149271.83965607532,1.0
966455.0,233508.9520875128,1.0
865444.0,187248.450473502,1.0
202773.0,10279.250794909685,0.0
309355.0,23925.17234123449,0.0
697863.0,121753.28941998155,1.0
705654.0,124486.99074749376,1.0
784076.0,153693.90324178452,1.0
569621.0,81117.10068369545,0.0
269592.0,18169.99938388933,0.0
352396.0,31045.784564985024,0.0
183649.0,8431.764535351564,0.0
486139.0,59082.8499158985,0.0
560536.0,78550.23032551329,0.0
174241.0,7590.005938126389,0.0
775970.0,150532.46888792375,1.0
940529.0,221148.8316618184,1.0
610843.0,93282.3782069152,0.0
62625.0,980.4814458398397,0.0
402791.0,40560.20383680234,0.0
193831.0,9392.641300939484,0.0
673789.0,113497.99848755135,1.0
645045.0,104020.85333930416,1.0
990175.0,245111.77130836126,1.0
134335.0,4511.491886766184,0.0
600434.0,90130.33117637082,0.0
463801.0,53777.90685848442,0.0
452020.0,51080.58340884296,0.0
335934.0,28212.960145209337,0.0
99968.0,2498.414274545211,0.0
937924.0,219925.48878086286,1.0
296378.0,21960.02123911878,0.0
464337.0,53902.277425526736,0.0
909057.0,206596.28460767033,1.0
667172.0,111279.71282690161,1.0
150666.0,5675.082006085642,0.0
696628.0,121322.74015082802,1.0
440734.0,48561.676417752395,0.0
477350.0,56965.822480152005,0.0
840754.0,176716.93986184412,1.0
721016.0,129966.11903321683,1.0
310080.0,24037.44503648917,0.0
859317.0,184606.5469539578,1.0
898718.0,201923.63672893745,1.0
924686.0,213761.1791325144,1.0
231471.0,13394.738390894421,0.0
317030.0,25127.049634533505,0.0
695237.0,120838.71890233402,1.0
871393.0,189831.5621346257,1.0
80089.0,1603.5732152917876,0.0
287932.0,20726.24949162096,0.0
370541.0,34325.21007163544,0.0
144755.0,5238.522795715596,0.0
721407.0,130107.11593620792,1.0
240058.0,14406.994473897272,0.0
473116.0,55959.75362637419,0.0
208994.0,10919.652292660121,0.0
437755.0,47907.421317928834,0.0
715293.0,127911.1191302309,1.0
731175.0,133654.32254775483,1.0
381770.0,36437.13669850515,0.0
453131.0,51331.98925463787,0.0
683815.0,116900.83431722088,1.0
996835.0,248420.1438907747,1.0
980907.0,240544.77301682247,1.0
172373.0,7428.136938584832,0.0
509595.0,64921.83737583274,0.0
312026.0,24340.099877941684,0.0
336365.0,28285.400422801904,0.0
372699.0,34726.18835376705,0.0
789272.0,155737.68302123772,1.0
147416.0,5432.889926042028,0.0
199328.0,9932.940826325415,0.0
813508.0,165448.93043433822,1.0
871931.0,190066.03928794694,1.0
3092.0,2.3905649531468196,0.0
463725.0,53760.28385384409,0.0
27716.0,192.04806469953027,0.0
278497.0,19390.183766904323,0.0
479437.0,57465.026389590734,0.0
242495.0,14700.990230347474,0.0
354058.0,31339.31643467443,0.0
482399.0,58177.26636228305,0.0
662956.0,109877.75732464892,1.0
719059.0,129261.5620654814,1.0
496315.0,61582.214316579935,0.0
961504.0,231122.62014211252,1.0
467451.0,54627.6748195001,0.0
749568.0,140463.15162257449,1.0
441567.0,48745.415717626165,0.0
936566.0,219289.09923573997,1.0
177260.0,7855.301740570745,0.0
219262.0,12018.986882276045,0.0
750515.0,140818.29640540705,1.0
843996.0,178082.4301907318,1.0
517738.0,67013.23167063446,0.0
40681.0,413.7416568170329,0.0
685484.0,117472.17455863576,1.0
551022.0,75906.38829051905,0.0
328259.0,26938.538751913118,0.0
476553.0,56775.757195818675,0.0
89785.0,2015.3491489603464,0.0
560945.0,78664.90181502474,0.0
788840.0,155567.24686475666,1.0
700172.0,122560.30544699817,1.0
24513.0,150.22524428391773,0.0
232212.0,13480.635770390812,0.0
284148.0,20185.0612818345,0.0
482769.0,58266.544454084586,0.0
986354.0,243223.69144616355,1.0
693045.0,120077.94005944769,1.0
308122.0,23734.834883356503,0.0
36371.0,330.7175231930541,0.0
154214.0,5945.5110628521925,0.0
167881.0,7046.031067652021,0.0
107585.0,2893.648141322073,0.0
78251.0,1530.8157279253537,0.0
304206.0,23135.36522309092,0.0
422383.0,44601.908831777335,0.0
57226.0,818.7118025495273,0.0
190680.0,9089.742319516705,0.0
131382.0,4315.325898051729,0.0
25732.0,165.53757879098126,0.0
134372.0,4513.977431696734,0.0
399467.0,39893.526973425774,0.0
163133.0,6653.116784874643,0.0
329199.0,27093.041513518838,0.0
250341.0,15667.689142851159,0.0
719823.0,129536.38863444353,1.0
775052.0,150176.50921040136,1.0
339571.0,28827.163575660878,0.0
491759.0,60456.79739272149,0.0
851085.0,181086.53848545853,1.0
745980.0,139121.6445642449,1.0
167271.0,6994.920302244742,0.0
606358.0,91917.59095775046,0.0
175334.0,7685.527459908896,0.0
319103.0,25456.725852016538,0.0
38475.0,370.0868138655279,0.0
797336.0,158936.28587821804,1.0
612441.0,93771.08038864042,0.0
356428.0,31760.279721487776,0.0
434011.0,47091.44781775165,0.0
513609.0,65948.62315180844,0.0
743427.0,138171.03018906806,1.0
453697.0,51460.30549588037,0.0
468771.0,54936.62826430574,0.0
236811.0,14019.895608540035,0.0
850586.0,180874.25495834736,1.0
11919.0,35.51732768177809,0.0
271201.0,18387.533593411234,0.0
222691.0,12397.85157161708,0.0
811134.0,164484.7050749724,1.0
593586.0,88086.16797762786,0.0
14363.0,51.57597221482146,0.0
128344.0,4118.063575684939,0.0
586652.0,86040.22443384437,0.0
961513.0,231126.94693162251,1.0
760716.0,144672.31469132405,1.0
814874.0,166005.02307858158,1.0
536471.0,71950.35859257553,0.0
843577.0,177905.6568603208,1.0
319522.0,25523.62187942916,0.0
631324.0,99642.58665607116,0.0
590791.0,87258.58415756843,0.0
423881.0,44918.83490950442,0.0
70281.0,1234.8646019105136,0.0
200415.0,10041.57113876629,0.0
58089.0,843.5911346494631,0.0
333131.0,27744.112454022583,0.0
461280.0,53194.87420528352,0.0
472317.0,55770.903272760814,0.0
883304.0,195056.61279394283,1.0
312627.0,24433.954075335532,0.0
338887.0,28711.147161896843,0.0
269672.0,18180.784675089923,0.0
806622.0,162659.87567528122,1.0
794798.0,157926.0764998917,1.0
947514.0,224445.8277284832,1.0
784651.0,153919.40782853597,1.0
965951.0,233265.46886095175,1.0
251149.0,15768.990235977604,0.0
141238.0,4987.062958036404,0.0
490329.0,60105.70073251567,0.0
328983.0,27057.499655277523,0.0
8575.0,18.383874863212544,0.0
834944.0,174282.98770343023,1.0
655490.0,107416.87682038627,1.0
99558.0,2477.9628021369913,0.0
51238.0,656.3403560084733,0.0
654034.0,106940.20988054182,1.0
126345.0,3990.782468043543,0.0
586101.0,85878.6776309525,0.0
140049.0,4903.450230809495,0.0
925330.0,214059.0317986758,1.0
846464.0,179125.44435625765,1.0
840601.0,176652.62801167375,1.0
893178.0,199441.85999332508,1.0
203260.0,10328.685380844483,0.0
761758.0,145068.91931420675,1.0
159405.0,6352.510846908407,0.0
361167.0,32610.45106122419,0.0
304952.0,23248.97329453582,0.0
49837.0,620.9386410630259,0.0
357569.0,31963.947525484167,0.0
951230.0,226209.76142473103,1.0
509511.0,64900.43613807241,0.0
139307.0,4851.629588918871,0.0
814853.0,165996.46700889154,1.0
717906.0,128847.35674280819,1.0
766459.0,146864.95700160906,1.0
495590.0,61402.43143382701,0.0
367229.0,33714.33604793748,0.0
341370.0,29133.417042281446,0.0
252905.0,15990.270187831538,0.0
582269.0,84759.37863445938,0.0
248761.0,15470.543631638497,0.0
823323.0,169465.3058747122,1.0
309756.0,23987.238275127078,0.0
732475.0,134130.00897975836,1.0
832065.0,173083.15757261333,1.0
231457.0,13393.118140934299,0.0
58896.0,867.1929714070569,0.0
734115.0,134731.31110936284,1.0
195249.0,9530.570359474063,0.0
801613.0,160645.96269525876,1.0
621177.0,96465.30332370874,0.0
408246.0,41666.25630927925,0.0
200078.0,10007.829556332927,0.0
67523.0,1139.848357710447,0.0
507392.0,64361.73147715408,0.0
446548.0,49851.3416187386,0.0
163632.0,6693.88078849075,0.0
247996.0,15375.538748282335,0.0
640774.0,102647.91950410086,1.0
205444.0,10551.838070625858,0.0
755692.0,142767.70553995078,1.0
782646.0,153133.79992658086,1.0
579258.0,83885.03876365902,0.0
36507.0,333.1953942405186,0.0
421888.0,44497.43022622499,0.0
808454.0,163399.58073976575,1.0
177366.0,7864.699344411942,0.0
226857.0,12866.05639689415,0.0
828275.0,171509.9848920042,1.0
667351.0,111339.43275621215,1.0
274155.0,18790.279412992895,0.0
650690.0,105849.46014837158,1.0
454509.0,51644.671427563946,0.0
957943.0,229413.83195181508,1.0
392685.0,38550.43230791153,0.0
345536.0,29848.830224545705,0.0
207010.0,10713.314030881045,0.0
604534.0,91365.42395038443,0.0
974196.0,237264.59801901874,1.0
685402.0,117444.07138415551,1.0
275822.0,19019.48256113502,0.0
873916.0,190932.41613960147,1.0
232680.0,13535.02819991484,0.0
29484.0,217.33071234320605,0.0
109799.0,3013.9704953228133,0.0
658.0,0.10834609840986265,0.0
694122.0,120451.4349249808,1.0
880051.0,193622.56388476546,1.0
62200.0,967.2187300762205,0.0
40049.0,400.98622830571793,0.0
205220.0,10528.840855263676,0.0
290926.0,21159.525123801646,0.0
294595.0,21696.594774736714,0.0
173624.0,7536.347675489295,0.0
616745.0,95093.68512721441,0.0
766431.0,146854.226767689,1.0
938028.0,219974.26354742306,1.0
604808.0,91448.26391574534,0.0
822466.0,169112.69546148012,1.0
763909.0,145889.34704460241,1.0
357782.0,32002.03999605536,0.0
79932.0,1597.292369057863,0.0
93818.0,2200.467438418224,0.0
112796.0,3180.750218706672,0.0
125268.0,3923.0355169964214,0.0
351140.0,30824.874085137883,0.0
454776.0,51705.36623869512,0.0
171581.0,7360.033935695621,0.0
638398.0,101888.09100345343,1.0
879448.0,193357.3193260941,1.0
116082.0,3368.7739558041044,0.0
629438.0,99048.13710902516,0.0
163890.0,6715.005993613901,0.0
852213.0,181566.8686793812,1.0
684819.0,117244.36159178382,1.0
577750.0,83448.8465365338,0.0
162352.0,6589.565729275045,0.0
213102.0,11353.145459819052,0.0
871272.0,189778.84650143542,1.0
71676.0,1284.3723009998223,0.0
459235.0,52724.26062522463,0.0
817578.0,167108.5610091482,1.0
778489.0,151511.38979584022,1.0
4067.0,4.1357082513218115,0.0
891389.0,198643.71215211108,1.0
723776.0,130963.02589962448,1.0
240930.0,14511.849979984523,0.0
928381.0,215472.9502910724,1.0
135683.0,4602.488141506153,0.0
534772.0,71495.3478904592,0.0
258177.0,16663.877001952802,0.0
75624.0,1429.757953827058,0.0
204104.0,10414.63930301277,0.0
71412.0,1274.9284560324422,0.0
845793.0,178841.56815056608,1.0
950299.0,225767.18041963907,1.0
425119.0,45181.600582830244,0.0
936722.0,219362.1574895803,1.0
836238.0,174823.6152615933,1.0
863348.0,186342.56317205715,1.0
322072.0,25932.63841144506,0.0
479425.0,57462.14980191068,0.0
954470.0,227753.37887833783,1.0
438520.0,48075.009018782315,0.0
250157.0,15644.666209089688,0.0
797883.0,159154.43215304945,1.0
523143.0,68419.72287860521,0.0
91164.0,2077.7315098008307,0.0
122579.0,3756.419994743022,0.0
30757.0,236.5025888977458,0.0
801344.0,160538.16379934808,1.0
330759.0,27350.42535192829,0.0
875741.0,191730.69740135566,1.0
890945.0,198445.87301595008,1.0
67481.0,1138.4308098292026,0.0
225702.0,12735.379823933941,0.0
513426.0,65901.63627493771,0.0
378783.0,35869.19332755944,0.0
771404.0,148766.14082767194,1.0
214168.0,11467.013064069033,0.0
730811.0,133521.28177079384,1.0
761002.0,144781.11756836477,1.0
812018.0,164843.42179073454,1.0
226655.0,12843.15401261237,0.0
341090.0,29085.644803079802,0.0
965222.0,232913.51247964022,1.0
609183.0,92776.06718450975,0.0
252260.0,15908.812241276431,0.0
533231.0,71083.89951896343,0.0
478894.0,57334.93288031847,0.0
877301.0,192414.38399975921,1.0
572566.0,81958.03627475577,0.0
917404.0,210407.65326801862,1.0
561168.0,78727.45964599555,0.0
52171.0,680.4606359145641,0.0
358171.0,32071.666479767533,0.0
883994.0,195361.4717955444,1.0
329404.0,27126.794945970083,0.0
995082.0,247547.18602010116,1.0
365024.0,33310.68127297544,0.0
961202.0,230977.45579683187,1.0
43706.0,477.55974921048136,0.0
877179.0,192360.87234267892,1.0
105005.0,2756.5272300735264,0.0
601884.0,90566.17165437563,0.0
512369.0,65630.56979820359,0.0
536050.0,71837.47569838398,0.0
53472.0,714.8212038538269,0.0
619972.0,96091.40701875485,0.0
835595.0,174554.8680168218,1.0
22219.0,123.42412092740612,0.0
872037.0,190112.25445478718,1.0
